Lambda,DC,w,w_c,N,Fitness,generation,fitness_strategy
2e-07,0.3,5.755587552841605e-07,2.0978508902828312e-07,143,0.260477792225308,1,reflection_band
2.486356132857522e-07,0.5310376911575184,5.324657413391556e-07,3.8254089012384954e-07,64,0.299742199529095,1,reflection_band
3.599807974995335e-07,0.6931647041258746,5.271342861155604e-07,2.852977607682377e-07,58,0.05805389832118414,1,reflection_band
2.5839705349113155e-07,0.34336676106042585,5.083002377915715e-07,2.09994013384206e-07,313,0.2992678081634222,1,reflection_band
2e-07,0.48452642054026807,4e-07,2.9096962190527384e-07,76,0.11906435964394624,1,reflection_band
3.354183629627946e-07,0.3713346047923691,6e-07,2.2776472226500784e-07,101,0.18316043596898215,1,reflection_band
2e-07,0.6998041973484534,6e-07,2.8199858081451455e-07,105,0.27636368237343656,1,reflection_band
3.390536059305504e-07,0.6230992369839692,5.336437400636514e-07,2.0995295614663292e-07,208,0.2975934652427309,1,reflection_band
3.006399928858195e-07,0.5690309441288908,6e-07,2.8953388656449726e-07,139,0.39943465659491734,1,reflection_band
2.880973057552651e-07,0.5519419421428413,5.941698297179518e-07,1.7203579700705316e-07,95,0.28677259689862244,1,reflection_band
3.948285603216012e-07,0.3471691587357673,5.111217121196939e-07,3.1203625372785683e-07,137,0.07441979462189185,1,reflection_band
3.859737076731511e-07,0.398662257466204,5.046217303439797e-07,3.998410402831925e-07,24,0.29873599735670636,1,reflection_band
3.7323070688922173e-07,0.5357673247327213,4.3718286436693156e-07,3.4974629149354525e-07,458,0.022185570127620048,1,reflection_band
4e-07,0.500864972792517,4.2282560110220385e-07,2.426675624960924e-07,99,0.2880508939455326,1,reflection_band
3.741206806733391e-07,0.6940008014615044,4e-07,3.2e-07,70,0.0021449988737678445,1,reflection_band
2.1965236031808165e-07,0.5097568717480481,4.3709573529079166e-07,3.4967658823263337e-07,17,0.2987840323234423,1,reflection_band
2.0719544244821004e-07,0.4203864561717983,5.21799653532127e-07,2.3036128769217705e-07,437,0.29917080261902845,1,reflection_band
2.698059039245375e-07,0.5935750459867555,4.971865345883189e-07,2.979664545265283e-07,161,0.06640687649927944,1,reflection_band
2.871783519375375e-07,0.3,4.5968459158585905e-07,1.8582935483272712e-07,125,0.24402619925489802,1,reflection_band
2.5357552051634517e-07,0.3886346341846789,5.975290779618212e-07,3.03959144563958e-07,485,0.24160057992505632,1,reflection_band
4e-07,0.3,4.627176387053036e-07,1.7979273324187998e-07,131,0.09752005879736624,1,reflection_band
2.2218512428183708e-07,0.4624962454058083,4.2539647675881633e-07,2.2632365817381747e-07,392,0.2984199939516283,1,reflection_band
2.3212104511573919e-07,0.6544965272647468,4.0394068618119094e-07,3.2315254894495277e-07,12,0.3001158593332148,1,reflection_band
2.8821384021558626e-07,0.5793398811329848,5.423648854010305e-07,1.5086161671959075e-07,478,0.2636333328973552,1,reflection_band
3.55968043933688e-07,0.6529908783097953,5.814750324720632e-07,3.7220311255774787e-07,137,0.2980736781692464,1,reflection_band
2.1353031342812267e-07,0.3487116814670751,4.6009774404430704e-07,1.2679828000851322e-07,233,0.28280011629213975,1,reflection_band
3.354186910577141e-07,0.6055554534598557,4e-07,3.001501614114765e-07,120,0.7304617741247508,1,reflection_band
2.0582917675332888e-07,0.3,4e-07,2.915567338491252e-07,112,0.11146419085829672,1,reflection_band
3.263225176832516e-07,0.5325857215862688,4.283150029263713e-07,3.4265200234109707e-07,3,0.30059390264599833,2,reflection_band
3.263225176832516e-07,0.5325857215862688,4.7196962730228375e-07,2.769446029159149e-07,483,0.7826087304006666,2,reflection_band
2.2852101349891782e-07,0.5872911491434414,5.693517102972823e-07,4.554813682378258e-07,3,0.2998644496031458,2,reflection_band
2.5839705349113155e-07,0.34336676106042585,5.083002377915715e-07,2.769446029159149e-07,483,0.29923919281559963,2,reflection_band
3.078099380385007e-07,0.36305563081135084,4.283150029263713e-07,3.2315254894495277e-07,12,0.2771736226831968,2,reflection_band
3.006399928858195e-07,0.5690309441288908,6e-07,2.8953388656449726e-07,139,0.39943465659491734,2,reflection_band
3.55968043933688e-07,0.6529908783097953,4e-07,3.001501614114765e-07,120,0.011450029038258279,2,reflection_band
3.263225176832516e-07,0.5872911491434414,5.693517102972823e-07,3.5623700331508715e-07,149,0.2931171324198839,2,reflection_band
3.354186910577141e-07,0.6055554534598557,4e-07,3.001501614114765e-07,133,0.7323719683531531,2,reflection_band
3.354186910577141e-07,0.6055554534598557,4e-07,3.001501614114765e-07,437,0.7315593352586692,2,reflection_band
2.3212104511573919e-07,0.6544965272647468,4.0394068618119094e-07,3.2315254894495277e-07,149,0.2970927953012861,2,reflection_band
3.390536059305504e-07,0.6230992369839692,5.336437400636514e-07,3.3362755173518644e-07,370,0.24540945739238976,2,reflection_band
3.354186910577141e-07,0.6055554534598557,4e-07,2.2632365817381747e-07,392,0.18561723262048174,2,reflection_band
3.263225176832516e-07,0.6030763132629458,5.846570224732539e-07,3.4772722783906825e-07,486,0.27794582211143576,2,reflection_band
3.859737076731511e-07,0.398662257466204,5.046217303439797e-07,1.8889351376076228e-07,485,0.11208699217735246,2,reflection_band
2.3212104511573919e-07,0.6544965272647468,4.7196962730228375e-07,2.769446029159149e-07,483,0.2951774720621632,2,reflection_band
3.263225176832516e-07,0.5325857215862688,4.7196962730228375e-07,2.769446029159149e-07,149,0.7823734960220305,2,reflection_band
3.354186910577141e-07,0.6055554534598557,4.5850442205506787e-07,1.1680262061507004e-07,27,0.1824908395275541,2,reflection_band
2.2852101349891782e-07,0.5872911491434414,5.693517102972823e-07,3.5623700331508715e-07,118,0.2999743759494213,2,reflection_band
2.2852101349891782e-07,0.6459783004644688,6e-07,3.644285982846429e-07,133,0.29996099910676327,2,reflection_band
2.031777692955181e-07,0.41213746238794274,6e-07,2.2255465974354805e-07,84,0.29919558698138216,2,reflection_band
3.263225176832516e-07,0.4624962454058083,4.2539647675881633e-07,2.2632365817381747e-07,392,0.180436865054876,2,reflection_band
2e-07,0.6459783004644688,6e-07,2.8953388656449726e-07,139,0.2828577097322746,2,reflection_band
2e-07,0.6459783004644688,4.7196962730228375e-07,2.769446029159149e-07,483,0.29931541104815396,2,reflection_band
3.354186910577141e-07,0.6055554534598557,5.814750324720632e-07,3.7220311255774787e-07,137,0.2820242717494239,2,reflection_band
2.0719544244821004e-07,0.4203864561717983,4.7196962730228375e-07,2.769446029159149e-07,483,0.2989010794786187,2,reflection_band
4e-07,0.3921921450314248,6e-07,2.2255465974354805e-07,12,0.3591287604490941,2,reflection_band
2.432533070446262e-07,0.33363191949014526,5.846570224732539e-07,3.4772722783906825e-07,486,0.2999664588363988,2,reflection_band
2.0522507057559134e-07,0.6036442447142795,4.174395304757439e-07,2.7516338977896887e-07,149,0.2915509522847961,2,reflection_band
2.031777692955181e-07,0.6030763132629458,5.221726461954948e-07,3.619354136022022e-07,88,0.29996108494906376,2,reflection_band
2.871783519375375e-07,0.6055554534598557,4e-07,3.001501614114765e-07,120,0.025487774696630338,2,reflection_band
3.55968043933688e-07,0.6529908783097953,5.814750324720632e-07,3.7220311255774787e-07,139,0.29807367327053247,2,reflection_band
2.2852101349891782e-07,0.5872911491434414,5.693517102972823e-07,3.644285982846429e-07,133,0.29998055966863035,2,reflection_band
2.2852101349891782e-07,0.6030763132629458,5.846570224732539e-07,3.4772722783906825e-07,486,0.2999662423951838,2,reflection_band
2e-07,0.6459783004644688,6e-07,3.644285982846429e-07,149,0.29999294334980187,2,reflection_band
2.0719544244821004e-07,0.4203864561717983,5.21799653532127e-07,3.3362755173518644e-07,370,0.1478241537587257,2,reflection_band
2.486356132857522e-07,0.5310376911575184,5.324657413391556e-07,3.8254089012384954e-07,24,0.29961091368832454,2,reflection_band
2e-07,0.6459783004644688,6e-07,3.644285982846429e-07,120,0.29999304532088783,2,reflection_band
2.031777692955181e-07,0.6529908783097953,5.814750324720632e-07,3.7220311255774787e-07,137,0.2999959164212148,2,reflection_band
2.486356132857522e-07,0.5310376911575184,5.324657413391556e-07,3.2315254894495277e-07,12,0.22347256430978668,2,reflection_band
2.5839705349113155e-07,0.34336676106042585,5.083002377915715e-07,3.619354136022022e-07,88,0.29949058561186725,2,reflection_band
3.006399928858195e-07,0.6459783004644688,6e-07,3.644285982846429e-07,406,0.32755575334621345,2,reflection_band
3.006399928858195e-07,0.5690309441288908,6e-07,3.998410402831925e-07,24,0.307755143266336,2,reflection_band
2.486356132857522e-07,0.5310376911575184,5.324657413391556e-07,3.4772722783906825e-07,486,0.29906439221923753,2,reflection_band
2.432533070446262e-07,0.33363191949014526,4e-07,3.0953010609665266e-07,120,0.10196426668324281,2,reflection_band
2.486356132857522e-07,0.6030763132629458,5.846570224732539e-07,3.4772722783906825e-07,486,0.299801857302617,2,reflection_band
4e-07,0.41213746238794274,6e-07,2.2255465974354805e-07,139,0.3613347350237638,2,reflection_band
2.3212104511573919e-07,0.6544965272647468,4.0394068618119094e-07,2.7516338977896887e-07,200,0.2876600710535551,2,reflection_band
2.031777692955181e-07,0.6030763132629458,5.693517102972823e-07,3.5623700331508715e-07,149,0.2999935153268947,2,reflection_band
3.263225176832516e-07,0.5325857215862688,4.7196962730228375e-07,3.001501614114765e-07,120,0.8286426233971895,2,reflection_band
3.354186910577141e-07,0.6055554534598557,6e-07,3.998410402831925e-07,24,0.2827081210867662,3,reflection_band
3.263225176832516e-07,0.5325857215862688,4.7196962730228375e-07,3.001501614114765e-07,149,0.8317209214663234,3,reflection_band
4e-07,0.3921921450314248,6e-07,2.2255465974354805e-07,278,0.3593592113357019,3,reflection_band
3.354186910577141e-07,0.6055554534598557,4e-07,2.2255465974354805e-07,139,0.15188396797414347,3,reflection_band
2.031777692955181e-07,0.6529908783097953,5.814750324720632e-07,3.7220311255774787e-07,486,0.2999958700791953,3,reflection_band
2e-07,0.6459783004644688,6e-07,3.644285982846429e-07,406,0.29999295349237526,3,reflection_band
3.263225176832516e-07,0.5325857215862688,4.7196962730228375e-07,3.644285982846429e-07,133,0.3056612163227447,3,reflection_band
3.263225176832516e-07,0.5325857215862688,4.7196962730228375e-07,3.644285982846429e-07,406,0.30765977647959075,3,reflection_band
2.031777692955181e-07,0.6055554534598557,4e-07,3.001501614114765e-07,437,0.12477706630508083,3,reflection_band
2.031777692955181e-07,0.5325857215862688,4.7196962730228375e-07,2.769446029159149e-07,483,0.2994083652557164,3,reflection_band
4e-07,0.3921921450314248,6e-07,2.2255465974354805e-07,139,0.3593592113357019,3,reflection_band
3.354186910577141e-07,0.5325857215862688,4.283150029263713e-07,3.4265200234109707e-07,3,0.29980831176441314,3,reflection_band
4e-07,0.5310376911575184,5.324657413391556e-07,3.4772722783906825e-07,486,0.2783964098017814,3,reflection_band
3.263225176832516e-07,0.5325857215862688,4.7196962730228375e-07,3.001501614114765e-07,120,0.8286426233971895,3,reflection_band
3.263225176832516e-07,0.5325857215862688,4.7196962730228375e-07,2.769446029159149e-07,483,0.7826087304006666,3,reflection_band
3.006399928858195e-07,0.5690309441288908,6e-07,3.998410402831925e-07,24,0.307755143266336,3,reflection_band
3.263225176832516e-07,0.5189600892462509,4.7196962730228375e-07,2.2255465974354805e-07,139,0.152895386383404,3,reflection_band
4e-07,0.3921921450314248,6e-07,2.2255465974354805e-07,139,0.3593592113357019,3,reflection_band
2.2852101349891782e-07,0.6459783004644688,6e-07,3.644285982846429e-07,483,0.29996105252689986,3,reflection_band
4e-07,0.41213746238794274,4.6363824224227134e-07,2.769446029159149e-07,483,0.09986188426131039,3,reflection_band
3.263225176832516e-07,0.5325857215862688,4.7196962730228375e-07,3.001501614114765e-07,133,0.8319992070548101,3,reflection_band
3.006399928858195e-07,0.6055554534598557,4e-07,3.001501614114765e-07,437,0.013326123234159453,3,reflection_band
2.2852101349891782e-07,0.6030763132629458,5.846570224732539e-07,3.4772722783906825e-07,139,0.29996619965698096,3,reflection_band
3.263225176832516e-07,0.5690309441288908,6e-07,3.998410402831925e-07,24,0.2931357903797536,3,reflection_band
3.263225176832516e-07,0.39287409472437423,6e-07,2.2255465974354805e-07,12,0.19991883314766148,3,reflection_band
3.006399928858195e-07,0.5690309441288908,6e-07,2.8368336408146327e-07,139,0.44489754332045445,3,reflection_band
3.354186910577141e-07,0.6055554534598557,4e-07,3.2e-07,486,0.5221565822983116,3,reflection_band
4e-07,0.41213746238794274,4.7196962730228375e-07,2.769446029159149e-07,483,0.10567904222410934,3,reflection_band
4e-07,0.41213746238794274,6e-07,1.3078381710783726e-07,139,0.23839928298353322,3,reflection_band
4e-07,0.41213746238794274,6e-07,3.5623700331508715e-07,149,0.2954417679463662,3,reflection_band
3.263225176832516e-07,0.5325857215862688,4.7196962730228375e-07,2.769446029159149e-07,483,0.7826087304006666,3,reflection_band
3.263225176832516e-07,0.5325857215862688,4.7196962730228375e-07,3.001501614114765e-07,120,0.8286426233971895,3,reflection_band
3.006399928858195e-07,0.5690309441288908,6e-07,2.8953388656449726e-07,137,0.3994346565949173,3,reflection_band
3.263225176832516e-07,0.5325857215862688,4.7196962730228375e-07,3.001501614114765e-07,120,0.8286426233971895,3,reflection_band
3.263225176832516e-07,0.5325857215862688,5.665839044730236e-07,3.4772722783906825e-07,486,0.2990414693309999,3,reflection_band
2e-07,0.6459783004644688,6e-07,2.2255465974354805e-07,471,0.29918151023305656,3,reflection_band
3.006399928858195e-07,0.6459783004644688,6e-07,2.769446029159149e-07,483,0.3625528902801046,3,reflection_band
2.031777692955181e-07,0.6030763132629458,5.693517102972823e-07,3.5623700331508715e-07,483,0.2999936144356473,3,reflection_band
4e-07,0.41213746238794274,4e-07,3.001501614114765e-07,133,0.005450075120002564,3,reflection_band
2e-07,0.6459783004644688,6e-07,3.644285982846429e-07,133,0.2999928924227718,3,reflection_band
2.031777692955181e-07,0.5690309441288908,6e-07,2.8953388656449726e-07,139,0.29552505592441963,3,reflection_band
4e-07,0.3921921450314248,6e-07,2.769446029159149e-07,3,0.2906460841565095,3,reflection_band
3.006399928858195e-07,0.6529908783097953,5.814750324720632e-07,3.7220311255774787e-07,137,0.32041757409936644,3,reflection_band
3.263225176832516e-07,0.5325857215862688,4.909360805193378e-07,3.001501614114765e-07,120,0.7700959150845169,3,reflection_band
2.031777692955181e-07,0.6529908783097953,5.814750324720632e-07,3.5623700331508715e-07,149,0.29999378218587536,3,reflection_band
3.006399928858195e-07,0.6459783004644688,6e-07,3.644285982846429e-07,149,0.32755661203536746,3,reflection_band
4e-07,0.3921921450314248,6e-07,3.644285982846429e-07,406,0.2976126006975253,3,reflection_band
3.006399928858195e-07,0.5325857215862688,4.7196962730228375e-07,2.769446029159149e-07,483,0.069859318280993,3,reflection_band
3.354186910577141e-07,0.6055554534598557,4e-07,3.001501614114765e-07,139,0.713857036989596,3,reflection_band
3.263225176832516e-07,0.5325857215862688,4.7196962730228375e-07,2.769446029159149e-07,120,0.7830061907707129,3,reflection_band
3.263225176832516e-07,0.5325857215862688,4.7196962730228375e-07,3.001501614114765e-07,133,0.8319992070548101,4,reflection_band
3.263225176832516e-07,0.5325857215862688,4.7196962730228375e-07,3.001501614114765e-07,486,0.8299842247537873,4,reflection_band
3.263225176832516e-07,0.5325857215862688,4.7196962730228375e-07,3.001501614114765e-07,139,0.8272611442023753,4,reflection_band
3.263225176832516e-07,0.5325857215862688,4.7196962730228375e-07,2.8368336408146327e-07,139,0.8228935633493435,4,reflection_band
3.263225176832516e-07,0.5325857215862688,4.7196962730228375e-07,3.001501614114765e-07,120,0.8286426233971895,4,reflection_band
3.354186910577141e-07,0.6055554534598557,4e-07,2.4828474813490997e-07,486,0.05399005379803193,4,reflection_band
3.263225176832516e-07,0.5690309441288908,4.143260059730951e-07,2.8368336408146327e-07,139,0.3203363213529791,4,reflection_band
3.263225176832516e-07,0.5325857215862688,4.7196962730228375e-07,3.1554459192260937e-07,133,0.7724138758195195,4,reflection_band
3.263225176832516e-07,0.5325857215862688,4.7196962730228375e-07,2.769446029159149e-07,483,0.7826087304006666,4,reflection_band
3.263225176832516e-07,0.5325857215862688,4.7196962730228375e-07,3.001501614114765e-07,120,0.8286426233971895,4,reflection_band
3.263225176832516e-07,0.5325857215862688,4.7196962730228375e-07,3.001501614114765e-07,133,0.8319992070548101,4,reflection_band
3.263225176832516e-07,0.5325857215862688,4.7196962730228375e-07,3.001501614114765e-07,120,0.8286426233971895,4,reflection_band
2.621695555792391e-07,0.5325857215862688,4.7196962730228375e-07,2.769446029159149e-07,120,0.2915084042883327,4,reflection_band
3.2849666560285133e-07,0.5325857215862688,4.7196962730228375e-07,3.001501614114765e-07,120,0.8084717745030585,4,reflection_band
3.263225176832516e-07,0.5325857215862688,4.7196962730228375e-07,2.769446029159149e-07,483,0.7826087304006666,4,reflection_band
3.263225176832516e-07,0.5325857215862688,4.7196962730228375e-07,3.001501614114765e-07,120,0.8286426233971895,4,reflection_band
3.263225176832516e-07,0.5325857215862688,4.7196962730228375e-07,3.001501614114765e-07,149,0.8317209214663234,4,reflection_band
3.263225176832516e-07,0.5325857215862688,4.7196962730228375e-07,3.2e-07,486,0.7177856199289833,4,reflection_band
3.263225176832516e-07,0.5325857215862688,4.7196962730228375e-07,3.001501614114765e-07,149,0.8317209214663234,4,reflection_band
3.263225176832516e-07,0.5325857215862688,6e-07,3.998410402831925e-07,24,0.2893797506325929,4,reflection_band
3.263225176832516e-07,0.5325857215862688,4.7196962730228375e-07,3.001501614114765e-07,133,0.8319992070548101,4,reflection_band
3.006399928858195e-07,0.5690309441288908,6e-07,3.001501614114765e-07,133,0.3411715080239409,4,reflection_band
3.006399928858195e-07,0.6529908783097953,4.7196962730228375e-07,3.001501614114765e-07,120,0.28505446958672503,4,reflection_band
3.263225176832516e-07,0.5325857215862688,4.7196962730228375e-07,3.001501614114765e-07,149,0.8317209214663234,4,reflection_band
3.263225176832516e-07,0.5325857215862688,4.7196962730228375e-07,3.001501614114765e-07,149,0.8317209214663234,4,reflection_band
3.354186910577141e-07,0.6055554534598557,4e-07,3.2e-07,486,0.5221565822983116,4,reflection_band
3.263225176832516e-07,0.5325857215862688,4.7196962730228375e-07,2.769446029159149e-07,483,0.7826087304006666,4,reflection_band
3.263225176832516e-07,0.5690309441288908,6e-07,2.8953388656449726e-07,137,0.11765484450858193,4,reflection_band
3.263225176832516e-07,0.5325857215862688,4.7196962730228375e-07,3.001501614114765e-07,483,0.8299842311851404,4,reflection_band
3.263225176832516e-07,0.528654832202727,4.7196962730228375e-07,3.001501614114765e-07,120,0.8290209497347214,4,reflection_band
3.263225176832516e-07,0.5325857215862688,4.7196962730228375e-07,3.001501614114765e-07,139,0.8272611442023753,4,reflection_band
3.263225176832516e-07,0.5325857215862688,4.7196962730228375e-07,3.001501614114765e-07,120,0.8286426233971895,4,reflection_band
3.263225176832516e-07,0.5325857215862688,4.909360805193378e-07,3.001501614114765e-07,120,0.7700959150845169,4,reflection_band
3.354186910577141e-07,0.6055554534598557,4e-07,3.001501614114765e-07,120,0.7304617741247508,4,reflection_band
3.006399928858195e-07,0.6459783004644688,6e-07,2.769446029159149e-07,139,0.3625528902801045,4,reflection_band
3.263225176832516e-07,0.6529908783097953,5.814750324720632e-07,3.5623700331508715e-07,149,0.26464926459278504,4,reflection_band
3.006399928858195e-07,0.38998644310667596,6e-07,3.644285982846429e-07,139,0.29883923312601307,4,reflection_band
3.1656804764242403e-07,0.5325857215862688,4.909360805193378e-07,3.001501614114765e-07,120,0.8183815532477887,4,reflection_band
3.263225176832516e-07,0.3921921450314248,6e-07,2.2255465974354805e-07,139,0.20281182152439875,4,reflection_band
2.1876988365841853e-07,0.5325857215862688,4.7196962730228375e-07,3.001501614114765e-07,139,0.2977620461353302,4,reflection_band
3.354186910577141e-07,0.6055554534598557,6e-07,2.769446029159149e-07,483,0.0813087783771213,4,reflection_band
3.263225176832516e-07,0.5325857215862688,4.7196962730228375e-07,2.769446029159149e-07,483,0.7826087304006666,4,reflection_band
3.263225176832516e-07,0.5325857215862688,4.7196962730228375e-07,2.769446029159149e-07,483,0.7826087304006666,4,reflection_band
4e-07,0.5325857215862688,4.7196962730228375e-07,3.001501614114765e-07,120,0.1820952908206315,4,reflection_band
3.263225176832516e-07,0.5325857215862688,4.7196962730228375e-07,3.77575701841827e-07,24,0.2980781776653886,4,reflection_band
3.263225176832516e-07,0.5325857215862688,4.7196962730228375e-07,3.001501614114765e-07,149,0.8317209214663234,4,reflection_band
3.354186910577141e-07,0.6055554534598557,4e-07,3.2e-07,486,0.5221565822983116,4,reflection_band
3.263225176832516e-07,0.5325857215862688,4.7196962730228375e-07,3.001501614114765e-07,120,0.8286426233971895,4,reflection_band
3.006399928858195e-07,0.6459783004644688,4e-07,3.001501614114765e-07,139,0.012735199956435446,4,reflection_band
3.263225176832516e-07,0.5325857215862688,4.909360805193378e-07,3.001501614114765e-07,483,0.7675011555200943,4,reflection_band
3.263225176832516e-07,0.5325857215862688,4.7196962730228375e-07,2.8402447527549985e-07,120,0.8221180301994266,5,reflection_band
3.263225176832516e-07,0.5325857215862688,4.7196962730228375e-07,3.001501614114765e-07,149,0.8317209214663234,5,reflection_band
3.263225176832516e-07,0.5325857215862688,4.7196962730228375e-07,3.001501614114765e-07,133,0.8319992070548101,5,reflection_band
3.263225176832516e-07,0.5325857215862688,4.7196962730228375e-07,3.001501614114765e-07,133,0.8319992070548101,5,reflection_band
3.263225176832516e-07,0.5325857215862688,4.661880499485353e-07,3.001501614114765e-07,149,0.8455195334142593,5,reflection_band
3.263225176832516e-07,0.5325857215862688,4.7196962730228375e-07,3.001501614114765e-07,133,0.8319992070548101,5,reflection_band
3.263225176832516e-07,0.5325857215862688,4.7196962730228375e-07,3.001501614114765e-07,120,0.8286426233971895,5,reflection_band
3.263225176832516e-07,0.5325857215862688,4.682114239999379e-07,3.001501614114765e-07,133,0.8410128045018227,5,reflection_band
3.263225176832516e-07,0.5325857215862688,4.7196962730228375e-07,3.001501614114765e-07,133,0.8319992070548101,5,reflection_band
3.263225176832516e-07,0.5325857215862688,4.7196962730228375e-07,3.001501614114765e-07,486,0.8299842247537873,5,reflection_band
3.263225176832516e-07,0.5325857215862688,4.7196962730228375e-07,3.001501614114765e-07,149,0.8317209214663234,5,reflection_band
3.263225176832516e-07,0.5325857215862688,4.7196962730228375e-07,3.001501614114765e-07,120,0.8286426233971895,5,reflection_band
3.2416555163705293e-07,0.5325857215862688,4.7196962730228375e-07,3.001501614114765e-07,133,0.839247974426417,5,reflection_band
3.263225176832516e-07,0.5325857215862688,4.7196962730228375e-07,3.001501614114765e-07,120,0.8286426233971895,5,reflection_band
3.263225176832516e-07,0.5325857215862688,4.7196962730228375e-07,3.001501614114765e-07,133,0.8319992070548101,5,reflection_band
3.263225176832516e-07,0.5325857215862688,4.7196962730228375e-07,3.001501614114765e-07,120,0.8286426233971895,5,reflection_band
3.263225176832516e-07,0.5325857215862688,4.7196962730228375e-07,3.028948432815945e-07,149,0.8254127889932568,5,reflection_band
3.263225176832516e-07,0.5454758644350433,4.7196962730228375e-07,3.001501614114765e-07,133,0.8138419895543336,5,reflection_band
3.263225176832516e-07,0.5325857215862688,4.7196962730228375e-07,3.001501614114765e-07,133,0.8319992070548101,5,reflection_band
3.263225176832516e-07,0.5325857215862688,4.7196962730228375e-07,3.001501614114765e-07,133,0.8319992070548101,5,reflection_band
3.1656804764242403e-07,0.5325857215862688,4.7196962730228375e-07,3.001501614114765e-07,163,0.7647914036409289,5,reflection_band
3.263225176832516e-07,0.5325857215862688,4.7196962730228375e-07,3.001501614114765e-07,149,0.8317209214663234,5,reflection_band
3.263225176832516e-07,0.5325857215862688,4.7196962730228375e-07,3.001501614114765e-07,120,0.8286426233971895,5,reflection_band
3.263225176832516e-07,0.5325857215862688,4.7196962730228375e-07,3.001501614114765e-07,139,0.8272611442023753,5,reflection_band
3.263225176832516e-07,0.5325857215862688,4.7196962730228375e-07,3.001501614114765e-07,120,0.8286426233971895,5,reflection_band
3.263225176832516e-07,0.4427850758899762,4.7196962730228375e-07,3.001501614114765e-07,149,0.4056646370813314,5,reflection_band
3.263225176832516e-07,0.5325857215862688,4.7196962730228375e-07,3.001501614114765e-07,139,0.8272611442023753,5,reflection_band
3.263225176832516e-07,0.5325857215862688,4.7196962730228375e-07,3.001501614114765e-07,149,0.8317209214663234,5,reflection_band
3.263225176832516e-07,0.5325857215862688,5.229511889828658e-07,3.001501614114765e-07,486,0.2823541735428703,5,reflection_band
3.263225176832516e-07,0.5325857215862688,4.7196962730228375e-07,1.585630801098996e-07,120,0.2216413136960625,5,reflection_band
3.263225176832516e-07,0.5325857215862688,4.7196962730228375e-07,3.001501614114765e-07,28,0.7899619672941964,5,reflection_band
3.2849666560285133e-07,0.5325857215862688,4.7196962730228375e-07,3.001501614114765e-07,149,0.812060650540799,5,reflection_band
3.263225176832516e-07,0.5325857215862688,4.7196962730228375e-07,3.001501614114765e-07,133,0.8319992070548101,5,reflection_band
3.263225176832516e-07,0.5325857215862688,4.7196962730228375e-07,3.001501614114765e-07,120,0.8286426233971895,5,reflection_band
3.263225176832516e-07,0.5325857215862688,4.7196962730228375e-07,3.001501614114765e-07,133,0.8319992070548101,5,reflection_band
